cutoff_hours,current_candidates,current_unique_events,current_raw_positive,current_residual_positive,forecast_median_candidates,forecast_q025_candidates,forecast_q975_candidates,probability_at_least_40,probability_raw_capacity,probability_residual_capacity
48,9,4,9,9,97.0,50.0,171.0,0.9948,1.0,1.0
24,4,3,4,4,44.0,15.0,97.0,0.5904,1.0,1.0
12,0,0,0,0,2.0,0.0,24.0,0.0048,0.9951,0.9949
6,0,0,0,0,2.0,0.0,26.0,0.0051,0.9947,0.9935
