cutoff_hours,current_candidates,current_unique_events,current_raw_positive,current_residual_positive,forecast_median_candidates,forecast_q025_candidates,forecast_q975_candidates,probability_at_least_40,probability_raw_capacity,probability_residual_capacity
48,137,37,137,136,494.0,427.0,567.0,1.0,1.0,1.0
24,134,39,134,132,483.0,417.0,556.0,1.0,1.0,1.0
12,41,36,41,40,148.0,113.0,191.0,1.0,1.0,1.0
6,11,10,11,11,40.0,24.0,64.0,0.51805,1.0,1.0
