cutoff_hours,current_candidates,current_unique_events,current_raw_positive,current_residual_positive,forecast_median_candidates,forecast_q025_candidates,forecast_q975_candidates,probability_at_least_40,probability_raw_capacity,probability_residual_capacity
48,73,29,73,72,439.0,353.0,536.0249999999978,1.0,1.0,1.0
24,42,13,42,40,253.0,190.0,329.0,1.0,1.0,1.0
12,8,5,8,7,49.0,25.0,87.0,0.7389,1.0,1.0
6,5,4,5,5,31.0,13.0,62.0,0.254,1.0,1.0
