cutoff_hours,current_candidates,current_unique_events,current_raw_positive,current_residual_positive,forecast_median_candidates,forecast_q025_candidates,forecast_q975_candidates,probability_at_least_40,probability_raw_capacity,probability_residual_capacity
48,41,21,41,41,242.0,181.0,315.0,1.0,1.0,1.0
24,9,6,9,9,54.0,28.0,92.0,0.83685,1.0,1.0
12,1,1,1,1,7.0,1.0,25.0,0.00195,0.99995,1.0
6,0,0,0,0,1.0,0.0,13.0,0.00015,0.9993,0.9991
