cutoff_hours,current_candidates,current_unique_events,current_raw_positive,current_residual_positive,forecast_median_candidates,forecast_q025_candidates,forecast_q975_candidates,probability_at_least_40,probability_raw_capacity,probability_residual_capacity
48,140,37,140,139,445.0,387.0,508.0,1.0,1.0,1.0
24,147,47,147,145,467.0,409.0,533.0,1.0,1.0,1.0
12,67,36,67,65,213.0,174.0,258.0,1.0,1.0,1.0
6,37,36,37,37,118.0,90.0,153.0,1.0,1.0,1.0
