cutoff_hours,current_candidates,current_unique_events,current_raw_positive,current_residual_positive,forecast_median_candidates,forecast_q025_candidates,forecast_q975_candidates,probability_at_least_40,probability_raw_capacity,probability_residual_capacity
48,51,24,51,51,246.5,191.0,311.0,1.0,1.0,1.0
24,28,22,28,28,135.0,96.0,185.0,1.0,1.0,1.0
12,2,2,2,2,10.0,3.0,28.0,0.0027,1.0,1.0
6,2,2,2,2,10.0,3.0,28.0,0.003,1.0,1.0
