cutoff_hours,current_candidates,current_unique_events,current_raw_positive,current_residual_positive,forecast_median_candidates,forecast_q025_candidates,forecast_q975_candidates,probability_at_least_40,probability_raw_capacity,probability_residual_capacity
48,64,28,64,64,227.0,183.0,277.0,1.0,1.0,1.0
24,59,28,59,59,209.0,167.0,257.0,1.0,1.0,1.0
12,30,22,30,30,106.0,78.0,142.0,1.0,1.0,1.0
6,2,2,2,2,7.0,2.0,20.0,0.0001,1.0,1.0
