cutoff_hours,current_candidates,current_unique_events,current_raw_positive,current_residual_positive,forecast_median_candidates,forecast_q025_candidates,forecast_q975_candidates,probability_at_least_40,probability_raw_capacity,probability_residual_capacity
48,70,34,70,70,177.0,148.0,212.0,1.0,1.0,1.0
24,74,33,74,74,187.0,156.0,222.0,1.0,1.0,1.0
12,32,24,32,32,81.0,62.0,105.0,1.0,1.0,1.0
6,22,18,22,22,56.0,40.0,76.0,0.9785,1.0,1.0
