cutoff_hours,current_candidates,current_unique_events,current_raw_positive,current_residual_positive,forecast_median_candidates,forecast_q025_candidates,forecast_q975_candidates,probability_at_least_40,probability_raw_capacity,probability_residual_capacity
48,140,37,140,139,378.0,331.0,431.0,1.0,1.0,1.0
24,163,47,163,161,440.0,389.0,497.0,1.0,1.0,1.0
12,72,41,72,70,195.0,162.0,233.0,1.0,1.0,1.0
6,53,36,53,53,143.0,115.0,177.0,1.0,1.0,1.0
